RIGOL Bode Data
Para Set
StartFreq:,100.000000Hz
StopFreq:,10000000.000000Hz
2398.83,19.943,-179.687
2454.71,19.9465,-179.705
2511.89,19.9422,-179.702
2570.4,19.9472,-179.722
2630.27,19.9459,-179.75
2691.53,19.9503,-179.738
2754.23,19.9529,-179.741
2818.38,19.9479,-179.752
2884.03,19.9476,-179.773
2951.21,19.9469,-179.754
3019.95,19.9498,-179.783
3090.3,19.9484,-179.779
3162.28,19.9546,-179.792
3235.94,19.9541,-179.809
3311.31,19.9589,-179.788
3388.44,19.9617,-179.78
3467.37,19.9573,-179.788
3548.13,19.9574,-179.778
3630.78,19.9598,-179.82
3715.35,19.9582,-179.833
3801.89,19.9633,-179.848
3890.45,19.9638,-179.866
3981.07,19.9679,-179.846
4073.8,19.9676,-179.872
4168.69,19.9705,-179.879
4265.8,19.9662,-179.863
4365.16,19.9654,-179.852
4466.84,19.9652,-179.883
4570.88,19.9686,-179.864
4677.35,19.974,-179.887
4786.3,19.9774,-179.897
4897.79,19.9729,-179.91
5011.87,19.9767,-179.899
5128.61,19.9739,-179.906
5248.07,19.9827,-179.911
5370.32,19.9811,-179.954
5495.41,19.9815,179.973
5623.41,19.985,-179.972
5754.4,19.9859,-179.97
5888.44,19.9792,-179.975
6025.6,19.9818,179.967
6165.95,19.9782,-179.982
6309.57,19.9821,-179.981
6456.54,19.9864,179.988
6606.93,19.9903,179.971
6760.83,19.9925,179.949
6918.31,19.9934,179.954
7079.46,19.9936,179.954
7244.36,19.9906,179.949
7413.1,19.9928,179.941
7585.78,19.9965,179.922
7762.47,19.9994,179.9
7943.28,19.9949,179.875
8128.31,19.9931,179.874
8317.64,19.9958,179.823
8511.38,19.9952,179.788
8709.64,19.9937,179.799
8912.51,19.9948,179.766
9120.11,20.0032,179.777
9332.54,20.0058,179.776
9549.93,20.0087,179.766
9772.37,20.0069,179.721
10000,20.0062,179.69
10232.9,20.0066,179.676
10471.3,20.01,179.675
10715.2,20.015,179.621
10964.8,20.0125,179.596
11220.2,20.019,179.583
11481.5,20.0181,179.537
11749,20.0212,179.502
12022.6,20.0207,179.515
12302.7,20.0187,179.498
12589.3,20.0232,179.485
12882.5,20.0266,179.424
13182.6,20.0293,179.409
13489.6,20.0255,179.36
13803.8,20.0262,179.36
14125.4,20.0261,179.343
14454.4,20.0304,179.313
14791.1,20.0269,179.264
15135.6,20.0319,179.209
15488.2,20.0335,179.198
15848.9,20.0296,179.156
16218.1,20.028,179.107
16595.9,20.0285,179.089
16982.4,20.0298,179.023
17378,20.0328,179.017
17782.8,20.0354,178.951
18197,20.0326,178.936
18620.9,20.0307,178.876
19054.6,20.0327,178.861
19498.4,20.0373,178.806
19952.6,20.0348,178.782
20417.4,20.0313,178.714
20893,20.0308,178.687
21379.6,20.0354,178.628
21877.6,20.0365,178.564
22387.2,20.0309,178.517
22908.7,20.0341,178.471
23442.3,20.0315,178.409
23988.3,20.033,178.358
24547.1,20.0336,178.332
25118.9,20.0275,178.304
25704,20.0273,178.222
26302.7,20.0291,178.177
26915.3,20.0285,178.114
27542.3,20.0237,178.052
28183.8,20.0188,178.001
28840.3,20.0218,177.965
29512.1,20.0208,177.935
30199.5,20.0172,177.847
30903,20.014,177.816
31622.8,20.0163,177.757
32359.4,20.0109,177.677
33113.1,20.0068,177.636
33884.4,20.0031,177.561
34673.7,20.0016,177.478
35481.3,20.0027,177.446
36307.8,20.0003,177.394
37153.5,19.996,177.315
38018.9,19.9958,177.259
38904.5,19.9971,177.148
39810.7,19.9919,177.083
40738,19.994,176.987
41686.9,19.9877,176.918
42658,19.99,176.848
43651.6,19.9838,176.751
44668.4,19.9809,176.642
45708.8,19.9832,176.541
46773.5,19.9788,176.476
47863,19.974,176.377
48977.9,19.9752,176.244
50118.7,19.9735,176.117
51286.1,19.9725,176.035
52480.7,19.9659,175.917
53703.2,19.9612,175.792
54954.1,19.9569,175.63
56234.1,19.9589,175.462
57544,19.9569,175.285
58884.4,19.9534,175.101
60256,19.9504,174.941
61659.5,19.9454,174.75
63095.7,19.9367,174.487
64565.4,19.9298,174.258
66069.3,19.9209,173.947
67608.3,19.9106,173.636
69183.1,19.8939,173.29
70794.6,19.8761,172.873
72443.6,19.8534,172.383
74131,19.8179,171.812
75857.8,19.7791,171.179
77624.7,19.7366,170.503
79432.8,19.6827,169.739
81283.1,19.6178,168.917
83176.4,19.5429,168.005
85113.8,19.4576,167.003
87096.4,19.3599,165.977
89125.1,19.2499,164.838
91201.1,19.1347,163.64
93325.4,19.0123,162.399
95499.3,18.8848,161.123
97723.7,18.742,159.765
100000,18.5983,158.378
102329,18.4453,156.926
104713,18.2854,155.426
107152,18.1194,153.892
109648,17.9435,152.291
112202,17.7596,150.673
114815,17.5733,149.068
117490,17.3888,147.392
120226,17.1943,145.765
123027,17.0046,144.112
125893,16.8086,142.481
128825,16.6106,140.906
131826,16.4088,139.337
134896,16.2011,137.815
138038,16.001,136.346
141254,15.7937,134.959
144544,15.5892,133.575
147911,15.3865,132.235
151356,15.1932,130.967
154882,14.9908,129.781
158489,14.7928,128.589
162181,14.5903,127.387
165959,14.3805,126.283
169824,14.1769,125.207
173780,13.9717,124.124
177828,13.7673,123.087
181970,13.5717,122.045
186209,13.3656,121.084
190546,13.1608,120.149
194984,12.9654,119.182
199526,12.5708,118.18
204174,12.3181,117.445
208930,12.0903,116.647
213796,11.8764,115.796
218776,11.6683,114.963
223872,11.4669,114.173
229087,11.2637,113.386
234423,11.0581,112.583
239883,10.8543,111.845
245471,10.6501,111.078
251189,10.4514,110.364
257040,10.2493,109.662
263027,10.044,108.958
269153,9.84563,108.251
275423,9.64441,107.55
281838,9.44438,106.892
288403,9.24339,106.217
295121,9.04157,105.589
301995,8.83551,104.989
309030,8.63536,104.355
316228,8.42996,103.746
323594,8.23391,103.15
331131,8.033,102.58
338844,7.82562,101.982
346737,7.62502,101.399
354813,7.4217,100.872
363078,7.22215,100.338
371535,7.01836,99.8057
380189,6.81965,99.2725
389045,6.61458,98.7415
398107,6.41781,98.189
407380,6.20919,97.6513
416869,6.00907,97.1206
426580,5.79684,96.6281
436516,5.58804,96.0569
446684,5.38986,95.5856
457088,5.18624,95.1232
467735,4.98328,94.6154
478630,4.77919,94.1448
489779,4.57444,93.6384
501187,4.62835,93.1231
512861,4.56091,92.6401
524807,4.4214,92.1421
537032,4.25345,91.6789
549541,4.07125,91.1853
562341,3.876,90.7215
575440,3.67837,90.2236
588844,3.47865,89.7586
602560,3.27229,89.2657
616595,3.06398,88.8138
630957,2.85156,88.3585
645654,2.63567,87.891
660693,2.42102,87.4266
676083,2.19966,86.9414
691831,1.97799,86.4788
707946,1.76713,86.0337
724436,1.55602,85.5624
741310,1.35145,85.1147
758578,1.14556,84.69
776247,0.936455,84.2177
794328,0.729625,83.7531
812831,0.523218,83.3124
831764,0.324743,82.8898
851138,-0.20149,82.4461
870964,-0.244295,82.0119
891251,-0.358413,81.5648
912011,-0.531685,81.1261
933254,-0.730836,80.6952
954993,-0.939906,80.2095
977237,-1.16017,79.7437
1e+06,-1.38763,79.3193
1.02329e+06,-1.59602,78.8544
1.04713e+06,-1.81646,78.4551
1.07152e+06,-2.02724,78.0189
1.09648e+06,-2.2441,77.6029
1.12202e+06,-2.46032,77.1686
1.14815e+06,-2.66421,76.6967
1.1749e+06,-2.8688,76.2563
1.20226e+06,-3.0846,75.8057
1.23027e+06,-3.30035,75.3639
1.25893e+06,-3.51661,74.921
1.28825e+06,-3.72824,74.4854
1.31826e+06,-3.94133,74.0777
1.34896e+06,-4.16136,73.6343
1.38038e+06,-4.37433,73.2175
1.41254e+06,-4.59242,72.7722
1.44544e+06,-4.80657,72.343
1.47911e+06,-5.02451,71.9538
1.51356e+06,-5.2398,71.5104
1.54882e+06,-5.45675,71.1182
1.58489e+06,-5.67121,70.6961
1.62181e+06,-5.88704,70.2961
1.65959e+06,-6.10747,69.9323
1.69824e+06,-6.32776,69.524
1.7378e+06,-6.54152,69.1975
1.77828e+06,-6.74812,68.8562
1.8197e+06,-6.96094,68.5233
1.86209e+06,-7.15923,68.2495
1.90546e+06,-7.36098,67.9454
1.94984e+06,-7.54969,67.611
1.99526e+06,-7.73827,67.2872
2.04174e+06,-7.91665,66.8947
2.0893e+06,-8.10192,66.4093
2.13796e+06,-8.2874,65.9289
2.18776e+06,-8.48599,65.4401
2.23872e+06,-8.67638,65.0085
2.29087e+06,-8.86897,64.5632
2.34423e+06,-9.06841,64.0792
2.39883e+06,-9.26101,63.6672
2.45471e+06,-9.43956,63.2066
2.51189e+06,-9.6121,62.7364
2.5704e+06,-9.77949,62.1662
2.63027e+06,-9.94852,61.4819
2.69153e+06,-10.139,60.6487
2.75423e+06,-10.3584,60.0877
2.81838e+06,-10.5951,59.6305
2.88403e+06,-11.2416,59.2689
2.95121e+06,-11.664,59.0617
3.01995e+06,-11.9697,58.9068
3.0903e+06,-12.2077,58.7541
3.16228e+06,-12.407,58.6008
3.23594e+06,-12.5837,58.4293
3.31131e+06,-12.7512,58.1871
3.38844e+06,-12.9028,57.9757
3.46737e+06,-13.0549,57.7061
3.54813e+06,-13.2,57.4347
3.63078e+06,-13.3398,57.1477
3.71535e+06,-13.4801,56.8636
3.80189e+06,-13.6143,56.5186
3.89045e+06,-13.7409,56.1776
3.98107e+06,-13.8695,55.8625
4.0738e+06,-13.9945,55.48
4.16869e+06,-14.123,55.1155
4.2658e+06,-14.2426,54.7691
4.36516e+06,-14.3547,54.3849
4.46684e+06,-14.4634,54.0003
4.57088e+06,-14.5611,53.6538
4.67735e+06,-14.6486,53.2864
4.7863e+06,-14.7281,52.8436
4.89779e+06,-14.8,52.3627
5.01187e+06,-14.876,51.819
5.12861e+06,-14.9542,51.1175
5.24807e+06,-15.0505,50.5163
5.37032e+06,-15.1174,49.8302
5.49541e+06,-15.1989,49.2367
5.62341e+06,-15.2532,48.4631
5.7544e+06,-15.2862,47.731
5.88844e+06,-15.3503,47.0289
6.0256e+06,-15.4171,46.0991
6.16595e+06,-15.4613,45.0149
6.30957e+06,-15.5498,44.062
6.45654e+06,-15.6436,42.9115
6.60693e+06,-15.7045,41.8657
6.76083e+06,-15.7757,40.9776
6.91831e+06,-15.8703,40.1509
7.07946e+06,-15.9534,39.3442
7.24436e+06,-16.0152,38.5065
7.4131e+06,-16.0775,37.5808
7.58578e+06,-16.1531,36.5995
7.76247e+06,-16.2426,35.6268
7.94328e+06,-16.3176,34.6227
8.12831e+06,-16.3811,33.9286
8.31764e+06,-16.467,33.0816
8.51138e+06,-16.5374,32.2884
8.70964e+06,-16.6152,31.6003
8.91251e+06,-16.689,30.8654
9.12011e+06,-16.7608,30.112
9.33254e+06,-16.8441,29.3148
9.54993e+06,-16.9202,28.6426
9.77237e+06,-16.9869,27.9365
1e+07,-17.0219,27.0779
