RIGOL Bode Data
Para Set
StartFreq:,1000.000000Hz
StopFreq:,10000000.000000Hz
1.58489e+06,-5.67662,-107.04
1.65959e+06,-6.13412,-107.851
1.7378e+06,-6.58818,-108.755
1.8197e+06,-7.05131,-109.598
1.90546e+06,-7.50864,-110.444
1.99526e+06,-7.95668,-111.239
2.0893e+06,-8.4017,-112.156
2.18776e+06,-8.837,-113.127
2.29087e+06,-9.29107,-114.005
2.39883e+06,-9.73817,-114.875
2.51189e+06,-10.1762,-115.814
2.63027e+06,-10.6183,-116.847
2.75423e+06,-11.0633,-117.939
2.88403e+06,-11.5093,-119.075
3.01995e+06,-12.3429,-120.24
3.16228e+06,-12.9642,-121.531
3.31131e+06,-13.4785,-122.962
3.46737e+06,-13.927,-124.6
3.63078e+06,-14.3437,-126.567
3.80189e+06,-14.7529,-128.771
3.98107e+06,-15.1819,-131.463
4.16869e+06,-15.6723,-134.413
4.36516e+06,-16.2532,-137.24
4.57088e+06,-16.8247,-139.231
4.7863e+06,-17.1778,-141.384
5.01187e+06,-17.6196,-145.035
5.24807e+06,-18.2803,-148.229
5.49541e+06,-18.6775,-149.76
5.7544e+06,-18.968,-153.023
6.0256e+06,-19.4146,-156.363
6.30957e+06,-19.8593,-157.122
6.60693e+06,-19.9036,-157.243
6.91831e+06,-19.5144,-159.111
7.24436e+06,-19.0558,-164.628
7.58578e+06,-18.7171,-170.618
7.94328e+06,-18.2485,173.237
8.31764e+06,-17.6591,170.142
8.70964e+06,-16.9737,163.277
9.12011e+06,-16.2906,154.166
9.54993e+06,-15.6202,143.759
1e+07,-15.0151,132.209
