RIGOL Bode Data
Para Set
StartFreq:,10.000000Hz
StopFreq:,50000.000000Hz
3311.31,-14.102,-73.8435
3388.44,-14.2818,-74.0032
3467.37,-14.4654,-74.1479
3548.13,-14.6479,-74.295
3630.78,-14.8269,-74.4558
3715.35,-15.0075,-74.6093
3801.89,-15.1903,-74.7258
3890.45,-15.3712,-74.8462
3981.07,-15.5549,-74.9747
4073.8,-15.7353,-75.0874
4168.69,-15.9182,-75.2126
4265.8,-16.0961,-75.3204
4365.16,-16.2756,-75.4347
4466.84,-16.4577,-75.5227
4570.88,-16.6391,-75.6418
4677.35,-16.8228,-75.7357
4786.3,-17.0016,-75.8334
4897.79,-17.1841,-75.8976
5011.87,-17.3655,-75.9676
5128.61,-17.5451,-76.0339
5248.07,-17.725,-76.1314
5370.32,-17.9063,-76.1859
5495.41,-18.0867,-76.2399
5623.41,-18.2679,-76.3128
5754.4,-18.444,-76.3788
5888.44,-18.6261,-76.4129
6025.6,-18.8028,-76.47
6165.95,-18.9826,-76.4979
6309.57,-19.1603,-76.5399
6456.54,-19.3385,-76.5896
6606.93,-19.5175,-76.6253
6760.83,-19.697,-76.653
6918.31,-19.8768,-76.69
7079.46,-20.0557,-76.7154
7244.36,-20.2348,-76.7357
7413.1,-20.4139,-76.752
7585.78,-20.5942,-76.7758
7762.47,-20.7774,-76.7837
7943.28,-20.9571,-76.7575
8128.31,-21.1312,-76.7661
8317.64,-21.3094,-76.7411
8511.38,-21.4907,-76.7256
8709.64,-21.6716,-76.7217
8912.51,-21.831,-76.7168
9120.11,-21.9999,-76.7255
9332.54,-22.1708,-76.708
9549.93,-22.3473,-76.6922
9772.37,-22.5219,-76.6452
10000,-22.6976,-76.6102
10232.9,-22.8772,-76.5877
10471.3,-23.0563,-76.5166
10715.2,-23.2369,-76.4516
10964.8,-23.413,-76.4029
11220.2,-23.5902,-76.3329
11481.5,-23.7672,-76.2682
11749,-23.9438,-76.2196
12022.6,-24.1196,-76.1567
12302.7,-24.2986,-76.0672
12589.3,-24.4729,-76.0042
12882.5,-24.6477,-75.9348
13182.6,-24.8277,-75.8492
13489.6,-25.0019,-75.7604
13803.8,-25.1776,-75.7023
14125.4,-25.3509,-75.5969
14454.4,-25.526,-75.5298
14791.1,-25.701,-75.4475
15135.6,-25.8714,-75.3471
15488.2,-26.0484,-75.2302
15848.9,-26.2229,-75.1205
16218.1,-26.3963,-75.0261
16595.9,-26.5631,-74.9191
16982.4,-26.7356,-74.7896
17378,-26.9043,-74.6975
17782.8,-27.079,-74.5745
18197,-27.2465,-74.4742
18620.9,-27.4168,-74.3712
19054.6,-27.5878,-74.2587
19498.4,-27.7554,-74.0986
19952.6,-27.9271,-73.947
20417.4,-28.0953,-73.8072
20893,-28.2604,-73.6972
21379.6,-28.4288,-73.5887
21877.6,-28.6009,-73.4311
22387.2,-28.7668,-73.2828
22908.7,-28.9359,-73.1839
23442.3,-29.1035,-73.0629
23988.3,-29.2654,-72.9212
24547.1,-29.4314,-72.7939
25118.9,-29.5959,-72.6078
25704,-29.7632,-72.4324
26302.7,-29.9303,-72.3286
26915.3,-30.099,-72.192
27542.3,-30.2651,-72.0596
28183.8,-30.2941,-71.9402
28840.3,-30.3921,-71.7838
29512.1,-30.5231,-71.6388
30199.5,-30.6684,-71.4659
30903,-30.8262,-71.3183
31622.8,-30.9826,-71.1651
32359.4,-31.144,-70.9933
33113.1,-31.3071,-70.8555
33884.4,-31.4682,-70.6943
34673.7,-31.6346,-70.5411
35481.3,-31.7989,-70.3894
36307.8,-31.9592,-70.215
37153.5,-32.1221,-70.032
38018.9,-32.2872,-69.8961
38904.5,-32.4548,-69.7204
39810.7,-32.6172,-69.5804
40738,-32.7776,-69.4143
41686.9,-32.942,-69.2192
42658,-33.1038,-69.0592
43651.6,-33.2728,-68.8955
44668.4,-33.4332,-68.7302
45708.8,-33.5998,-68.5429
46773.5,-33.7659,-68.4066
47863,-33.9343,-68.2253
48977.9,-34.0948,-68.0612
50000,-34.256,-67.8815
